File Path	chrom://marshall/Chromeleon7/GC6850-F/Users/kellerp/20230310_PKe_PHB_836_Daria.seq/677.smp/GC_1.channel
Channel	GC_1

Injection Information:
Data Vault	Chromeleon7
Injection	PHB 10ug/mL
Injection Number	34
Position	2
Comment	
Processing Method	PHB
Instrument Method	20230310_PHB_quantification_adapted
Type	Calibration Standard
Status	Finished
Injection Date	3/10/2023
Injection Time	5:08:57 PM
Injection Volume (µl)	1.00
Dilution Factor	1.0000
Weight	1.0000

Raw Data Information:
Time Min. (min)	0.000114
Time Max. (min)	8.022614
Data Points	9628
Detector	GC
Generating Data System	Chromeleon 7.2.8.10783
Exporting Data System	Chromeleon 7.2.8.0
Operator	Instrument Controller
Signal Quantity	
Signal Unit	pA
Signal Min.	-3.505339
Signal Max.	64,955.890234
Channel	GC_1
Driver Name	Hp6850
Channel Type	Evaluation
Min. Step (s)	0.05
Max. Step (s)	0.05
Average Step (s)	0.05

Signal Parameter Information:
Signal Info	

Raw Data:
Time (min)	Step (s)	Value (pA)
5.889280	0.05	195.860938
5.890114	0.05	195.902474
5.890947	0.05	195.947266
5.891780	0.05	195.950781
5.892614	0.05	195.901693
5.893447	0.05	195.832031
5.894280	0.05	195.777344
5.895114	0.05	195.718359
5.895947	0.05	195.678906
5.896780	0.05	195.607161
5.897614	0.05	195.579948
5.898447	0.05	195.493750
5.899280	0.05	195.385807
5.900114	0.05	195.238672
5.900947	0.05	195.028646
5.901780	0.05	194.800260
5.902614	0.05	194.557682
5.903447	0.05	194.347656
5.904280	0.05	194.140365
5.905114	0.05	193.910807
5.905947	0.05	193.687760
5.906780	0.05	193.495573
5.907614	0.05	193.343099
5.908447	0.05	193.172526
5.909280	0.05	192.935677
5.910114	0.05	192.693099
5.910947	0.05	192.466536
5.911780	0.05	192.276302
5.912614	0.05	192.056641
5.913447	0.05	191.836849
5.914280	0.05	191.607813
5.915114	0.05	191.362109
5.915947	0.05	191.074870
5.916780	0.05	190.779036
5.917614	0.05	190.425391
5.918447	0.05	190.078255
5.919280	0.05	189.732943
5.920114	0.05	189.508724
5.920947	0.05	189.336589
5.921780	0.05	189.172005
5.922614	0.05	188.966927
5.923447	0.05	188.694401
5.924280	0.05	188.413672
5.925114	0.05	188.130599
5.925947	0.05	187.878776
5.926780	0.05	187.613411
5.927614	0.05	187.335938
5.928447	0.05	187.096354
5.929280	0.05	186.901432
5.930114	0.05	186.760286
5.930947	0.05	186.598438
5.931780	0.05	186.406641
5.932614	0.05	186.165234
5.933447	0.05	185.845443
5.934280	0.05	185.470703
5.935114	0.05	185.079167
5.935947	0.05	184.725781
5.936780	0.05	184.415365
5.937614	0.05	184.116016
5.938447	0.05	183.798177
5.939280	0.05	183.479167
5.940114	0.05	183.121615
5.940947	0.05	182.752214
5.941780	0.05	182.368490
5.942614	0.05	182.039583
5.943447	0.05	181.753776
5.944280	0.05	181.475130
5.945114	0.05	181.142839
5.945947	0.05	180.803125
5.946780	0.05	180.456771
5.947614	0.05	180.092708
5.948447	0.05	179.725911
5.949280	0.05	179.392448
5.950114	0.05	179.097005
5.950947	0.05	178.791276
5.951780	0.05	178.442448
5.952614	0.05	178.159896
5.953447	0.05	177.894661
5.954280	0.05	177.605859
5.955114	0.05	177.303906
5.955947	0.05	176.995182
5.956780	0.05	176.721484
5.957614	0.05	176.447396
5.958447	0.05	176.243099
5.959280	0.05	176.091146
5.960114	0.05	175.921094
5.960947	0.05	175.738411
5.961780	0.05	175.526432
5.962614	0.05	175.296615
5.963447	0.05	175.047917
5.964280	0.05	174.821615
5.965114	0.05	174.586719
5.965947	0.05	174.376432
5.966780	0.05	174.154297
5.967614	0.05	173.976693
5.968447	0.05	173.783854
5.969280	0.05	173.569922
5.970114	0.05	173.332161
5.970947	0.05	173.132682
5.971780	0.05	172.941016
5.972614	0.05	172.760677
5.973447	0.05	172.528906
5.974280	0.05	172.338542
5.975114	0.05	172.190755
5.975947	0.05	172.078646
5.976780	0.05	171.947917
5.977614	0.05	171.772786
5.978447	0.05	171.594010
5.979280	0.05	171.430469
5.980114	0.05	171.292188
5.980947	0.05	171.137109
5.981780	0.05	170.966276
5.982614	0.05	170.778385
5.983447	0.05	170.592839
5.984280	0.05	170.415365
5.985114	0.05	170.229688
5.985947	0.05	170.060807
5.986780	0.05	169.936589
5.987614	0.05	169.799740
5.988447	0.05	169.564974
5.989280	0.05	169.231641
5.990114	0.05	168.895443
5.990947	0.05	168.566667
5.991780	0.05	168.298698
5.992614	0.05	168.051693
5.993447	0.05	167.792318
5.994280	0.05	167.455990
5.995114	0.05	167.088021
5.995947	0.05	166.708464
5.996780	0.05	166.367448
5.997614	0.05	165.977083
5.998447	0.05	165.619922
5.999280	0.05	165.244401
6.000114	0.05	164.920703
6.000947	0.05	164.605729
6.001780	0.05	164.269271
6.002614	0.05	163.904688
6.003447	0.05	163.589193
6.004280	0.05	163.294141
6.005114	0.05	163.079297
6.005947	0.05	162.903776
6.006780	0.05	162.798568
6.007614	0.05	162.669792
6.008447	0.05	162.500911
6.009280	0.05	162.349219
6.010114	0.05	162.229688
6.010947	0.05	162.170182
6.011780	0.05	162.124609
6.012614	0.05	162.098438
6.013447	0.05	162.060156
6.014280	0.05	161.950781
6.015114	0.05	161.811198
6.015947	0.05	161.634896
6.016780	0.05	161.511458
6.017614	0.05	161.401042
6.018447	0.05	161.280599
6.019280	0.05	161.116016
6.020114	0.05	160.943359
6.020947	0.05	160.747396
6.021780	0.05	160.559766
6.022614	0.05	160.385938
6.023447	0.05	160.258854
6.024280	0.05	160.142057
6.025114	0.05	160.001042
6.025947	0.05	159.894271
6.026780	0.05	159.807682
6.027614	0.05	159.702995
6.028447	0.05	159.502083
6.029280	0.05	159.253125
6.030114	0.05	158.972786
6.030947	0.05	158.716016
6.031780	0.05	158.437630
6.032614	0.05	158.182292
6.033447	0.05	157.917578
6.034280	0.05	157.613802
6.035114	0.05	157.281380
6.035947	0.05	156.940495
6.036780	0.05	156.612370
6.037614	0.05	156.257943
6.038447	0.05	155.862500
6.039280	0.05	155.436068
6.040114	0.05	155.093750
6.040947	0.05	154.743490
6.041780	0.05	154.462240
6.042614	0.05	154.147917
6.043447	0.05	153.797917
6.044280	0.05	153.403255
6.045114	0.05	152.971484
6.045947	0.05	152.621224
6.046780	0.05	152.318750
6.047614	0.05	152.029167
6.048447	0.05	151.745964
6.049280	0.05	151.439193
6.050114	0.05	151.148958
6.050947	0.05	150.852734
6.051780	0.05	150.560938
6.052614	0.05	150.293099
6.053447	0.05	150.045573
6.054280	0.05	149.834896
6.055114	0.05	149.586068
6.055947	0.05	149.298958
6.056780	0.05	149.002995
6.057614	0.05	148.734245
6.058447	0.05	148.502604
6.059280	0.05	148.272135
6.060114	0.05	148.053646
6.060947	0.05	147.787109
6.061780	0.05	147.499089
6.062614	0.05	147.188542
6.063447	0.05	146.936589
6.064280	0.05	146.716667
6.065114	0.05	146.503385
6.065947	0.05	146.233333
6.066780	0.05	145.922396
6.067614	0.05	145.601823
6.068447	0.05	145.335026
6.069280	0.05	145.020964
6.070114	0.05	144.675521
6.070947	0.05	144.312760
6.071780	0.05	143.968490
6.072614	0.05	143.637760
6.073447	0.05	143.317057
6.074280	0.05	142.997917
6.075114	0.05	142.682292
6.075947	0.05	142.364714
6.076780	0.05	142.119661
6.077614	0.05	141.921484
6.078447	0.05	141.721484
6.079280	0.05	141.531380
6.080114	0.05	141.320964
6.080947	0.05	141.105208
6.081780	0.05	140.875521
6.082614	0.05	140.599479
6.083447	0.05	140.307161
6.084280	0.05	140.000781
6.085114	0.05	139.803385
6.085947	0.05	139.685026
6.086780	0.05	139.645313
6.087614	0.05	139.647005
6.088447	0.05	139.682031
6.089280	0.05	139.647917
6.090114	0.05	139.555208
6.090947	0.05	139.409635
6.091780	0.05	139.282552
6.092614	0.05	139.168880
6.093447	0.05	139.100130
6.094280	0.05	139.012500
6.095114	0.05	138.889714
6.095947	0.05	138.727734
6.096780	0.05	138.599219
6.097614	0.05	138.466146
6.098447	0.05	138.285026
6.099280	0.05	138.080208
6.100114	0.05	137.868620
6.100947	0.05	137.614453
6.101780	0.05	137.285677
6.102614	0.05	136.989453
6.103447	0.05	136.742318
6.104280	0.05	136.537240
6.105114	0.05	136.268490
6.105947	0.05	135.946354
6.106780	0.05	135.609635
6.107614	0.05	135.258594
6.108447	0.05	134.933854
6.109280	0.05	134.614714
6.110114	0.05	134.270833
6.110947	0.05	133.910417
6.111780	0.05	133.596484
6.112614	0.05	133.313151
6.113447	0.05	133.004036
6.114280	0.05	132.660938
6.115114	0.05	132.337109
6.115947	0.05	132.033073
6.116780	0.05	131.695703
6.117614	0.05	131.329427
6.118447	0.05	130.994010
6.119280	0.05	130.698698
6.120114	0.05	130.430729
6.120947	0.05	130.197005
6.121780	0.05	130.005339
6.122614	0.05	129.873828
6.123447	0.05	129.740755
6.124280	0.05	129.589844
6.125114	0.05	129.444271
6.125947	0.05	129.318099
6.126780	0.05	129.202734
6.127614	0.05	128.984115
6.128447	0.05	128.721875
6.129280	0.05	128.451432
6.130114	0.05	128.232682
6.130947	0.05	128.047526
6.131780	0.05	127.867969
6.132614	0.05	127.708333
6.133447	0.05	127.538802
6.134280	0.05	127.338932
6.135114	0.05	127.117448
6.135947	0.05	126.860547
6.136780	0.05	126.583984
6.137614	0.05	126.320833
6.138447	0.05	126.116146
6.139280	0.05	125.908333
6.140114	0.05	125.693229
6.140947	0.05	125.433594
6.141780	0.05	125.141667
6.142614	0.05	124.767708
6.143447	0.05	124.338021
6.144280	0.05	123.897917
6.145114	0.05	123.504948
6.145947	0.05	123.165234
6.146780	0.05	122.845964
6.147614	0.05	122.490234
6.148447	0.05	122.059245
6.149280	0.05	121.609635
6.150114	0.05	121.132031
6.150947	0.05	120.699740
6.151780	0.05	120.311849
6.152614	0.05	120.028125
6.153447	0.05	119.710026
6.154280	0.05	119.289453
6.155114	0.05	118.826432
6.155947	0.05	118.398698
6.156780	0.05	118.007943
6.157614	0.05	117.598047
6.158447	0.05	117.212500
6.159280	0.05	116.840625
6.160114	0.05	116.477865
6.160947	0.05	116.107943
6.161780	0.05	115.796224
6.162614	0.05	115.481901
6.163447	0.05	115.217448
6.164280	0.05	114.961849
6.165114	0.05	114.714844
6.165947	0.05	114.361068
6.166780	0.05	113.949479
6.167614	0.05	113.585286
6.168447	0.05	113.287630
6.169280	0.05	113.087109
6.170114	0.05	112.840365
6.170947	0.05	112.601302
6.171780	0.05	112.339063
6.172614	0.05	112.064844
6.173447	0.05	111.832422
6.174280	0.05	111.597786
6.175114	0.05	111.387370
6.175947	0.05	111.125391
6.176780	0.05	110.894271
6.177614	0.05	110.669401
6.178447	0.05	110.486719
6.179280	0.05	110.263021
6.180114	0.05	110.079948
6.180947	0.05	109.914844
6.181780	0.05	109.833594
6.182614	0.05	109.747917
6.183447	0.05	109.556641
6.184280	0.05	109.335807
6.185114	0.05	109.095703
6.185947	0.05	108.969401
6.186780	0.05	108.811198
6.187614	0.05	108.657161
6.188447	0.05	108.445182
6.189280	0.05	108.178646
6.190114	0.05	107.866927
6.190947	0.05	107.548047
6.191780	0.05	107.257422
6.192614	0.05	106.946875
6.193447	0.05	106.613542
6.194280	0.05	106.364193
6.195114	0.05	106.157813
6.195947	0.05	105.920573
6.196780	0.05	105.543099
6.197614	0.05	105.130208
6.198447	0.05	104.717969
6.199280	0.05	104.370703
6.200114	0.05	104.126563
6.200947	0.05	103.962630
6.201780	0.05	103.838151
6.202614	0.05	103.674870
6.203447	0.05	103.437760
6.204280	0.05	103.093750
6.205114	0.05	102.751563
6.205947	0.05	102.414974
6.206780	0.05	102.147917
6.207614	0.05	101.867448
6.208447	0.05	101.658724
6.209280	0.05	101.407813
6.210114	0.05	101.120182
6.210947	0.05	100.775391
6.211780	0.05	100.436328
6.212614	0.05	100.136198
6.213447	0.05	99.845052
6.214280	0.05	99.556641
6.215114	0.05	99.322917
6.215947	0.05	99.098698
6.216780	0.05	98.883854
6.217614	0.05	98.563802
6.218447	0.05	98.221484
6.219280	0.05	97.947396
6.220114	0.05	97.722786
6.220947	0.05	97.473177
6.221780	0.05	97.146875
6.222614	0.05	96.839193
6.223447	0.05	96.648047
6.224280	0.05	96.494401
6.225114	0.05	96.323307
6.225947	0.05	96.067188
6.226780	0.05	95.854427
6.227614	0.05	95.682813
6.228447	0.05	95.519661
6.229280	0.05	95.311589
6.230114	0.05	95.036068
6.230947	0.05	94.744271
6.231780	0.05	94.486849
6.232614	0.05	94.339323
6.233447	0.05	94.252734
6.234280	0.05	94.132031
6.235114	0.05	93.907943
6.235947	0.05	93.667318
6.236780	0.05	93.355208
6.237614	0.05	93.062760
6.238447	0.05	92.816406
6.239280	0.05	92.675781
6.240114	0.05	92.549609
6.240947	0.05	92.384766
6.241780	0.05	92.222917
6.242614	0.05	92.060677
6.243447	0.05	91.928516
6.244280	0.05	91.775000
6.245114	0.05	91.605599
6.245947	0.05	91.439323
6.246780	0.05	91.319271
6.247614	0.05	91.218359
6.248447	0.05	91.152474
6.249280	0.05	91.068880
6.250114	0.05	90.959115
6.250947	0.05	90.807161
6.251780	0.05	90.652995
6.252614	0.05	90.513151
6.253447	0.05	90.339714
6.254280	0.05	90.108333
6.255114	0.05	89.891927
6.255947	0.05	89.695964
6.256780	0.05	89.538672
6.257614	0.05	89.416927
6.258447	0.05	89.310026
6.259280	0.05	89.190104
6.260114	0.05	89.088281
6.260947	0.05	89.021745
6.261780	0.05	88.998047
6.262614	0.05	88.848438
6.263447	0.05	88.601302
6.264280	0.05	88.287760
6.265114	0.05	88.084635
6.265947	0.05	87.937240
6.266780	0.05	87.816276
6.267614	0.05	87.604557
6.268447	0.05	87.304297
6.269280	0.05	87.016146
6.270114	0.05	86.791276
6.270947	0.05	86.618229
6.271780	0.05	86.376432
6.272614	0.05	86.125391
6.273447	0.05	85.951953
6.274280	0.05	85.848958
6.275114	0.05	85.758854
6.275947	0.05	85.621224
6.276780	0.05	85.468750
6.277614	0.05	85.278385
6.278447	0.05	85.058594
6.279280	0.05	84.843620
6.280114	0.05	84.712240
6.280947	0.05	84.564063
6.281780	0.05	84.386328
6.282614	0.05	84.162240
6.283447	0.05	83.941536
6.284280	0.05	83.761198
6.285114	0.05	83.545833
6.285947	0.05	83.328646
6.286780	0.05	83.133073
6.287614	0.05	83.019271
6.288447	0.05	82.982031
6.289280	0.05	82.932292
6.290114	0.05	82.825781
6.290947	0.05	82.655469
6.291780	0.05	82.429557
6.292614	0.05	82.210417
6.293447	0.05	82.015755
6.294280	0.05	81.865755
6.295114	0.05	81.644792
6.295947	0.05	81.400000
6.296780	0.05	81.154036
6.297614	0.05	80.948047
6.298447	0.05	80.765755
6.299280	0.05	80.557943
6.300114	0.05	80.354818
6.300947	0.05	80.091276
6.301780	0.05	79.831120
6.302614	0.05	79.619922
6.303447	0.05	79.536719
6.304280	0.05	79.501563
6.305114	0.05	79.383984
6.305947	0.05	79.134115
6.306780	0.05	78.819010
6.307614	0.05	78.473828
6.308447	0.05	78.143359
6.309280	0.05	77.898047
6.310114	0.05	77.720443
6.310947	0.05	77.509115
6.311780	0.05	77.177344
6.312614	0.05	76.771745
6.313447	0.05	76.432161
6.314280	0.05	76.158594
6.315114	0.05	75.936589
6.315947	0.05	75.743880
6.316780	0.05	75.496224
6.317614	0.05	75.221615
6.318447	0.05	75.017057
6.319280	0.05	74.922786
6.320114	0.05	74.924609
6.320947	0.05	74.781510
6.321780	0.05	74.541146
6.322614	0.05	74.263281
6.323447	0.05	74.090495
6.324280	0.05	73.914193
6.325114	0.05	73.691016
6.325947	0.05	73.401042
6.326780	0.05	73.084635
6.327614	0.05	72.784245
6.328447	0.05	72.439583
6.329280	0.05	72.127214
6.330114	0.05	71.841276
6.330947	0.05	71.567318
6.331780	0.05	71.223047
6.332614	0.05	70.821875
6.333447	0.05	70.416276
6.334280	0.05	70.060938
6.335114	0.05	69.713672
6.335947	0.05	69.447786
6.336780	0.05	69.275911
6.337614	0.05	69.152604
6.338447	0.05	68.982552
6.339280	0.05	68.777474
6.340114	0.05	68.601172
6.340947	0.05	68.441406
6.341780	0.05	68.280208
6.342614	0.05	68.060547
6.343447	0.05	67.842708
6.344280	0.05	67.610807
6.345114	0.05	67.399740
6.345947	0.05	67.144271
6.346780	0.05	66.866406
6.347614	0.05	66.546875
6.348447	0.05	66.199609
6.349280	0.05	65.816667
6.350114	0.05	65.483724
6.350947	0.05	65.255208
6.351780	0.05	65.128906
6.352614	0.05	64.989323
6.353447	0.05	64.746354
6.354280	0.05	64.382161
6.355114	0.05	63.957682
6.355947	0.05	63.578646
6.356780	0.05	63.286328
6.357614	0.05	63.061458
6.358447	0.05	62.850260
6.359280	0.05	62.609896
6.360114	0.05	62.370443
6.360947	0.05	62.103516
6.361780	0.05	61.898047
6.362614	0.05	61.720833
6.363447	0.05	61.589974
6.364280	0.05	61.466146
6.365114	0.05	61.335156
6.365947	0.05	61.208333
6.366780	0.05	61.006250
6.367614	0.05	60.733464
6.368447	0.05	60.391146
6.369280	0.05	59.982943
6.370114	0.05	59.594531
6.370947	0.05	59.300000
6.371780	0.05	59.054297
6.372614	0.05	58.780469
6.373447	0.05	58.510547
6.374280	0.05	58.313672
6.375114	0.05	58.193880
6.375947	0.05	58.012891
6.376780	0.05	57.756771
6.377614	0.05	57.472005
6.378447	0.05	57.203255
6.379280	0.05	57.039063
6.380114	0.05	56.904948
6.380947	0.05	56.683854
6.381780	0.05	56.348177
6.382614	0.05	55.982031
6.383447	0.05	55.690234
6.384280	0.05	55.462760
6.385114	0.05	55.274089
6.385947	0.05	55.100651
6.386780	0.05	54.902604
6.387614	0.05	54.667578
6.388447	0.05	54.455859
6.389280	0.05	54.250260
6.390114	0.05	54.019271
6.390947	0.05	53.769010
6.391780	0.05	53.502734
6.392614	0.05	53.258594
6.393447	0.05	52.973698
6.394280	0.05	52.632161
6.395114	0.05	52.276302
6.395947	0.05	51.934505
6.396780	0.05	51.677734
6.397614	0.05	51.423958
6.398447	0.05	51.177995
6.399280	0.05	50.948828
6.400114	0.05	50.759505
6.400947	0.05	50.539844
6.401780	0.05	50.234635
6.402614	0.05	49.911849
6.403447	0.05	49.641536
6.404280	0.05	49.443490
6.405114	0.05	49.212760
6.405947	0.05	48.932161
6.406780	0.05	48.630469
6.407614	0.05	48.400130
6.408447	0.05	48.231510
6.409280	0.05	48.118620
6.410114	0.05	47.965104
6.410947	0.05	47.802734
6.411780	0.05	47.596615
6.412614	0.05	47.442969
6.413447	0.05	47.321484
6.414280	0.05	47.243229
6.415114	0.05	47.100391
6.415947	0.05	46.916667
6.416780	0.05	46.734505
6.417614	0.05	46.586719
6.418447	0.05	46.477083
6.419280	0.05	46.313021
6.420114	0.05	46.128516
6.420947	0.05	45.938411
6.421780	0.05	45.753516
6.422614	0.05	45.642448
6.423447	0.05	45.512370
6.424280	0.05	45.358854
6.425114	0.05	45.157161
6.425947	0.05	44.963021
6.426780	0.05	44.834505
6.427614	0.05	44.707813
6.428447	0.05	44.568750
6.429280	0.05	44.424349
6.430114	0.05	44.274089
6.430947	0.05	44.065104
6.431780	0.05	43.840234
6.432614	0.05	43.652865
6.433447	0.05	43.554557
6.434280	0.05	43.431380
6.435114	0.05	43.307943
6.435947	0.05	43.163021
6.436780	0.05	43.033594
6.437614	0.05	42.927734
6.438447	0.05	42.905599
6.439280	0.05	42.903255
6.440114	0.05	42.810677
6.440947	0.05	42.614844
6.441780	0.05	42.407552
6.442614	0.05	42.247526
6.443447	0.05	42.169922
6.444280	0.05	42.092708
6.445114	0.05	42.006641
6.445947	0.05	41.870833
6.446780	0.05	41.711849
6.447614	0.05	41.564193
6.448447	0.05	41.408203
6.449280	0.05	41.275911
6.450114	0.05	41.177734
6.450947	0.05	41.154036
6.451780	0.05	41.093620
6.452614	0.05	40.952734
6.453447	0.05	40.752734
6.454280	0.05	40.632682
6.455114	0.05	40.490365
6.455947	0.05	40.340625
6.456780	0.05	40.190625
6.457614	0.05	40.173177
6.458447	0.05	40.222656
6.459280	0.05	40.250911
6.460114	0.05	40.223307
6.460947	0.05	40.115104
6.461780	0.05	39.995964
6.462614	0.05	39.822786
6.463447	0.05	39.675521
6.464280	0.05	39.576563
6.465114	0.05	39.501563
6.465947	0.05	39.414063
6.466780	0.05	39.236328
6.467614	0.05	39.039974
6.468447	0.05	38.885286
6.469280	0.05	38.888411
6.470114	0.05	38.994401
6.470947	0.05	39.073828
6.471780	0.05	38.999089
6.472614	0.05	38.824740
6.473447	0.05	38.666536
6.474280	0.05	38.545182
6.475114	0.05	38.438281
6.475947	0.05	38.369401
6.476780	0.05	38.317188
6.477614	0.05	38.225130
6.478447	0.05	38.110026
6.479280	0.05	38.054167
6.480114	0.05	38.064974
6.480947	0.05	38.040885
6.481780	0.05	37.967188
6.482614	0.05	37.875911
6.483447	0.05	37.744401
6.484280	0.05	37.615234
6.485114	0.05	37.535807
6.485947	0.05	37.468359
6.486780	0.05	37.380469
6.487614	0.05	37.247135
6.488447	0.05	37.126693
6.489280	0.05	37.029297
6.490114	0.05	36.973698
6.490947	0.05	36.903125
6.491780	0.05	36.817318
6.492614	0.05	36.679167
6.493447	0.05	36.577604
6.494280	0.05	36.494141
6.495114	0.05	36.465755
6.495947	0.05	36.406250
6.496780	0.05	36.240625
6.497614	0.05	36.001953
6.498447	0.05	35.796875
6.499280	0.05	35.692969
6.500114	0.05	35.551823
6.500947	0.05	35.341927
6.501780	0.05	35.092448
6.502614	0.05	34.955859
6.503447	0.05	34.921354
6.504280	0.05	34.946354
6.505114	0.05	34.960547
6.505947	0.05	34.975911
6.506780	0.05	34.932422
6.507614	0.05	34.824740
6.508447	0.05	34.658984
6.509280	0.05	34.470443
6.510114	0.05	34.292708
6.510947	0.05	34.135547
6.511780	0.05	33.966667
6.512614	0.05	33.798698
6.513447	0.05	33.605859
6.514280	0.05	33.484375
6.515114	0.05	33.354948
6.515947	0.05	33.233724
6.516780	0.05	33.122135
6.517614	0.05	33.027083
6.518447	0.05	32.884635
6.519280	0.05	32.688672
6.520114	0.05	32.503646
6.520947	0.05	32.368490
6.521780	0.05	32.264714
6.522614	0.05	32.176042
6.523447	0.05	32.102474
6.524280	0.05	32.029818
6.525114	0.05	31.950130
6.525947	0.05	31.879688
6.526780	0.05	31.833854
6.527614	0.05	31.788281
6.528447	0.05	31.691276
6.529280	0.05	31.546875
6.530114	0.05	31.345182
6.530947	0.05	31.186458
6.531780	0.05	31.094922
6.532614	0.05	31.066146
6.533447	0.05	31.047917
6.534280	0.05	30.953516
6.535114	0.05	30.789453
6.535947	0.05	30.615365
6.536780	0.05	30.480078
6.537614	0.05	30.425521
6.538447	0.05	30.348698
6.539280	0.05	30.285286
6.540114	0.05	30.202604
6.540947	0.05	30.129818
6.541780	0.05	30.037240
6.542614	0.05	29.919401
6.543447	0.05	29.791927
6.544280	0.05	29.652083
6.545114	0.05	29.564063
6.545947	0.05	29.479557
6.546780	0.05	29.397786
6.547614	0.05	29.240625
6.548447	0.05	29.091016
6.549280	0.05	28.934635
6.550114	0.05	28.831120
6.550947	0.05	28.752083
6.551780	0.05	28.671875
6.552614	0.05	28.595964
6.553447	0.05	28.494922
6.554280	0.05	28.430599
6.555114	0.05	28.366276
6.555947	0.05	28.295182
6.556780	0.05	28.183724
6.557614	0.05	28.065104
6.558447	0.05	27.946875
6.559280	0.05	27.824870
6.560114	0.05	27.702474
6.560947	0.05	27.620052
6.561780	0.05	27.584505
6.562614	0.05	27.557682
6.563447	0.05	27.488151
6.564280	0.05	27.408724
6.565114	0.05	27.349349
6.565947	0.05	27.308724
6.566780	0.05	27.204688
6.567614	0.05	27.013802
6.568447	0.05	26.776693
6.569280	0.05	26.567708
6.570114	0.05	26.399740
6.570947	0.05	26.306641
6.571780	0.05	26.263672
6.572614	0.05	26.225521
6.573447	0.05	26.152214
6.574280	0.05	26.064714
6.575114	0.05	25.975130
6.575947	0.05	25.884635
6.576780	0.05	25.801563
6.577614	0.05	25.724219
6.578447	0.05	25.611068
6.579280	0.05	25.482552
6.580114	0.05	25.379036
6.580947	0.05	25.324219
6.581780	0.05	25.243750
6.582614	0.05	25.142708
6.583447	0.05	25.014714
6.584280	0.05	24.882031
6.585114	0.05	24.742969
6.585947	0.05	24.627995
6.586780	0.05	24.575130
6.587614	0.05	24.519922
6.588447	0.05	24.468880
6.589280	0.05	24.418229
6.590114	0.05	24.408724
6.590947	0.05	24.380339
6.591780	0.05	24.245313
6.592614	0.05	24.012370
6.593447	0.05	23.826693
6.594280	0.05	23.742708
6.595114	0.05	23.711328
6.595947	0.05	23.597005
6.596780	0.05	23.479688
6.597614	0.05	23.395313
6.598447	0.05	23.356380
6.599280	0.05	23.292318
6.600114	0.05	23.195703
6.600947	0.05	23.091536
6.601780	0.05	22.974740
6.602614	0.05	22.866406
6.603447	0.05	22.761068
6.604280	0.05	22.682422
6.605114	0.05	22.627474
6.605947	0.05	22.561979
6.606780	0.05	22.474609
6.607614	0.05	22.362630
6.608447	0.05	22.246224
6.609280	0.05	22.130599
6.610114	0.05	22.030208
6.610947	0.05	21.963802
6.611780	0.05	21.939063
6.612614	0.05	21.901823
6.613447	0.05	21.786719
6.614280	0.05	21.621875
6.615114	0.05	21.503385
6.615947	0.05	21.486849
6.616780	0.05	21.465885
6.617614	0.05	21.364193
6.618447	0.05	21.220052
6.619280	0.05	21.088542
6.620114	0.05	21.019531
6.620947	0.05	20.989714
6.621780	0.05	20.953776
6.622614	0.05	20.898438
6.623447	0.05	20.792318
6.624280	0.05	20.647917
6.625114	0.05	20.508724
6.625947	0.05	20.420313
6.626780	0.05	20.391667
6.627614	0.05	20.325521
6.628447	0.05	20.213932
6.629280	0.05	20.109375
6.630114	0.05	20.030339
6.630947	0.05	19.973307
6.631780	0.05	19.901563
6.632614	0.05	19.863672
6.633447	0.05	19.829948
6.634280	0.05	19.772917
6.635114	0.05	19.677865
6.635947	0.05	19.568490
6.636780	0.05	19.450391
6.637614	0.05	19.360417
6.638447	0.05	19.324349
6.639280	0.05	19.312630
6.640114	0.05	19.256510
6.640947	0.05	19.143099
6.641780	0.05	19.082943
6.642614	0.05	19.044401
6.643447	0.05	18.988542
6.644280	0.05	18.913021
6.645114	0.05	18.839583
6.645947	0.05	18.769922
6.646780	0.05	18.665495
6.647614	0.05	18.544922
6.648447	0.05	18.443880
6.649280	0.05	18.361068
6.650114	0.05	18.269271
6.650947	0.05	18.164323
6.651780	0.05	18.055208
6.652614	0.05	17.983724
6.653447	0.05	17.935026
6.654280	0.05	17.892969
6.655114	0.05	17.864583
6.655947	0.05	17.840104
6.656780	0.05	17.804297
6.657614	0.05	17.705469
6.658447	0.05	17.592708
6.659280	0.05	17.506510
6.660114	0.05	17.444792
6.660947	0.05	17.355339
6.661780	0.05	17.250391
6.662614	0.05	17.193490
6.663447	0.05	17.161068
6.664280	0.05	17.073828
6.665114	0.05	16.944141
6.665947	0.05	16.824870
6.666780	0.05	16.745182
6.667614	0.05	16.662891
6.668447	0.05	16.580469
6.669280	0.05	16.499740
6.670114	0.05	16.450911
6.670947	0.05	16.406510
6.671780	0.05	16.377734
6.672614	0.05	16.356120
6.673447	0.05	16.315104
6.674280	0.05	16.263672
6.675114	0.05	16.180990
6.675947	0.05	16.076823
6.676780	0.05	15.961979
6.677614	0.05	15.885938
6.678447	0.05	15.857813
6.679280	0.05	15.838542
6.680114	0.05	15.787891
6.680947	0.05	15.709115
6.681780	0.05	15.603776
6.682614	0.05	15.482943
6.683447	0.05	15.368880
6.684280	0.05	15.294531
6.685114	0.05	15.227604
6.685947	0.05	15.160807
6.686780	0.05	15.065365
6.687614	0.05	14.960807
6.688447	0.05	14.888281
6.689280	0.05	14.863411
6.690114	0.05	14.851823
